@RELATION knn_inter
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {negative,positive}

@DATA
0.072289,0.008465,2.883925,0.142898,0.171582,0.505766,0.013820,0.093016,-28.275403,2.051800,-0.115382,-0.524767,-0.451126,0.128611,-0.300602,-0.037995,-0.056903,-0.058650,-0.146705,-0.006768,-0.094592,0.017603,0.010244,0.021018,0.018066,0.019109,0.016820,0.016553,0.004871,0.011933,0.015501,0.017051,0.009923,0.020081,0.065215,0.008722,0.438803,0.067803,0.036153,0.593973,0.009509,0.106102,3.678520,0.998041,0.915441,0.476557,0.538162,0.406708,0.357290,0.309931,0.316526,0.272450,0.272020,0.264927,0.257658,0.022370,0.014802,0.024549,0.024026,0.024974,0.023697,0.019796,0.009282,0.016704,0.019009,0.020497,0.014374,0.012194,negative
0.039908,0.016338,3.045210,0.102445,0.146408,0.250598,0.016901,0.060935,-25.491451,1.966881,-0.627435,-0.320995,-0.503609,0.075328,0.105194,0.087672,-0.233304,-0.076874,-0.202032,-0.163747,-0.143548,0.020191,0.010587,0.024398,0.019051,0.021304,0.015470,0.018199,0.006840,0.009722,0.012636,0.014980,0.010030,0.023787,0.026628,0.012149,0.290202,0.032464,0.032921,0.303269,0.010626,0.049004,1.892743,0.762619,0.779332,0.448096,0.491791,0.342627,0.364746,0.308067,0.315202,0.298893,0.305213,0.300795,0.318666,0.027922,0.015786,0.028054,0.024182,0.026675,0.023217,0.023580,0.012770,0.015819,0.017347,0.020133,0.016007,0.011487,negative
0.053434,0.019790,3.017208,0.124753,0.161675,0.381586,0.012989,0.071217,-26.928793,2.326711,0.341041,0.035521,-0.183821,0.113454,0.057416,-0.038568,-0.084660,0.014629,-0.011418,0.015727,-0.083694,0.016319,0.004786,0.027614,0.012119,0.021583,0.019665,0.046258,0.003951,0.009461,0.025965,0.029040,0.005587,0.026471,0.048313,0.018200,0.317267,0.050486,0.030649,0.445209,0.009418,0.083469,2.546243,0.789529,0.761741,0.518903,0.406565,0.365402,0.306425,0.264050,0.250191,0.237954,0.218011,0.219024,0.229805,0.020406,0.007860,0.028131,0.016651,0.025292,0.024123,0.038021,0.008114,0.013515,0.025170,0.028770,0.008541,0.011584,negative
0.062968,0.005359,2.907422,0.127905,0.159020,0.446155,0.012912,0.089837,-28.259006,2.091288,-0.227427,-0.271825,-0.304085,0.091390,-0.055968,0.015088,0.009262,0.074935,-0.111249,-0.017153,-0.046867,0.016229,0.009036,0.023117,0.014559,0.019206,0.013245,0.019480,0.004677,0.011138,0.016213,0.021212,0.010856,0.019770,0.054563,0.005681,0.398986,0.058009,0.036462,0.505577,0.008234,0.091644,3.039611,1.027794,0.949496,0.497204,0.565561,0.379995,0.352390,0.304895,0.312889,0.265269,0.262567,0.251232,0.249818,0.020015,0.013507,0.025249,0.018889,0.023606,0.018626,0.021637,0.008381,0.015526,0.018443,0.023990,0.015044,0.011349,negative
0.082712,0.033524,3.107750,0.151396,0.159920,0.642939,0.007835,0.130131,-23.701475,1.578040,-0.500272,-0.380366,-0.422677,0.126807,-0.140139,-0.052253,-0.094308,0.016612,-0.118509,-0.092552,-0.132575,0.015646,0.009561,0.017708,0.014180,0.014658,0.014595,0.015546,0.005921,0.011313,0.013969,0.014219,0.010569,0.016374,0.056027,0.020411,0.249648,0.046259,0.022076,0.477051,0.005465,0.104756,1.632242,0.737423,0.684044,0.424494,0.489024,0.337355,0.302662,0.269433,0.256479,0.252580,0.247573,0.245185,0.242014,0.018440,0.013332,0.019870,0.017706,0.017294,0.017839,0.017669,0.009097,0.013835,0.015215,0.015223,0.013588,0.009298,negative
0.069965,0.008040,2.963891,0.129961,0.151124,0.508859,0.012446,0.103876,-27.397060,1.640331,-0.427578,-0.359479,-0.372032,0.028707,-0.050028,-0.082753,-0.045272,-0.052133,-0.088674,-0.034541,-0.071325,0.014438,0.009165,0.018992,0.013225,0.015077,0.013336,0.019505,0.005835,0.010966,0.014778,0.016288,0.009576,0.018679,0.052529,0.008299,0.361418,0.049258,0.031621,0.460872,0.008453,0.086718,2.489029,0.939652,0.845175,0.567319,0.469935,0.412196,0.345077,0.307893,0.293734,0.288935,0.287819,0.288848,0.296615,0.018821,0.013718,0.021354,0.017727,0.018349,0.019139,0.021787,0.010282,0.015021,0.016980,0.019759,0.014236,0.010833,negative
0.077609,0.007619,2.985121,0.134616,0.151272,0.581653,0.010429,0.116652,-27.072730,1.388492,-0.408614,-0.402244,-0.261270,0.119284,0.003971,-0.131147,-0.082282,-0.038743,-0.076190,-0.000932,-0.100114,0.016857,0.007503,0.019514,0.012835,0.017181,0.013411,0.020815,0.007502,0.010903,0.012163,0.015404,0.008132,0.018983,0.063915,0.008503,0.349768,0.056913,0.034384,0.513153,0.007630,0.101477,2.438195,0.856494,0.787363,0.509423,0.448351,0.370629,0.318832,0.299461,0.281399,0.283979,0.273764,0.274207,0.281783,0.021915,0.010945,0.022530,0.017734,0.019348,0.018985,0.024040,0.012478,0.015288,0.014765,0.018236,0.011445,0.011087,negative
0.062322,0.015254,2.931006,0.122908,0.156821,0.350966,0.016491,0.094240,-25.963740,1.540830,-0.603341,-0.285756,-0.338590,0.082700,-0.274863,-0.167509,-0.255595,-0.180301,-0.183445,-0.035432,-0.085727,0.015477,0.007616,0.019405,0.018831,0.018912,0.017765,0.016570,0.006840,0.011043,0.013810,0.016401,0.007889,0.022103,0.063087,0.015499,0.427573,0.063247,0.039666,0.445809,0.010048,0.108111,2.128700,0.922665,0.913105,0.640089,0.469172,0.443511,0.370785,0.344756,0.337479,0.355800,0.372228,0.383535,0.352323,0.022594,0.012353,0.024909,0.026771,0.025653,0.026913,0.021999,0.012753,0.016813,0.019539,0.022455,0.012835,0.012409,negative
0.058779,0.009449,2.872324,0.113186,0.139344,0.407397,0.012129,0.091111,-27.693465,1.556970,-0.450260,-0.217236,-0.699335,-0.110288,-0.251372,-0.186034,-0.103471,-0.003649,-0.082734,-0.034041,-0.095275,0.015500,0.009247,0.015031,0.014881,0.015926,0.016029,0.014566,0.005968,0.014525,0.015013,0.015837,0.011040,0.018059,0.042915,0.013162,0.434227,0.041170,0.033034,0.461915,0.007724,0.073295,2.843074,0.798174,0.961746,0.440845,0.544163,0.375733,0.355639,0.289522,0.289226,0.262864,0.266006,0.252595,0.247908,0.019766,0.012605,0.018704,0.020010,0.020347,0.021300,0.018098,0.010485,0.019211,0.018623,0.019351,0.015615,0.011448,negative
0.038612,0.002684,3.030225,0.100708,0.144888,0.300137,0.013603,0.061777,-29.729209,1.756814,-0.247532,0.045670,0.024418,0.204606,-0.016999,0.018615,0.020756,0.036829,-0.002205,0.073094,0.037861,0.010048,0.005746,0.060669,0.009807,0.023638,0.011795,0.082611,0.003760,0.007892,0.009265,0.023002,0.006190,0.037574,0.026811,0.003305,0.221725,0.035306,0.032397,0.270028,0.008543,0.053316,1.619046,0.741075,0.574845,0.472735,0.328822,0.321589,0.308202,0.305817,0.313244,0.302822,0.313223,0.297108,0.276039,0.013560,0.009600,0.049789,0.014905,0.018883,0.018900,0.059729,0.006934,0.012629,0.012164,0.022779,0.010499,0.015792,negative
0.049569,0.004966,3.065161,0.107556,0.144670,0.363124,0.013151,0.072277,-27.886070,2.283276,0.051525,-0.014498,-0.171407,0.042614,0.045859,0.037620,-0.173092,-0.097779,-0.202886,-0.038144,-0.110158,0.022435,0.006484,0.056394,0.025227,0.025330,0.015633,0.029280,0.002769,0.009396,0.008244,0.017458,0.005246,0.027544,0.039429,0.005212,0.231042,0.038915,0.032791,0.413535,0.015200,0.073481,1.971124,0.679772,0.763739,0.419370,0.418191,0.324518,0.323279,0.270929,0.264500,0.237202,0.232095,0.216859,0.199027,0.025460,0.008693,0.043806,0.026669,0.024248,0.021286,0.027420,0.004225,0.012402,0.009370,0.019959,0.007324,0.012920,negative
0.048072,0.008356,3.016371,0.117418,0.156873,0.367694,0.012548,0.069927,-28.257301,2.348345,0.139053,-0.104181,-0.350055,0.066817,-0.006775,0.043857,-0.051822,0.020701,-0.136163,-0.001302,-0.072623,0.018812,0.008095,0.029843,0.015626,0.026498,0.015241,0.039207,0.003243,0.008441,0.016877,0.019191,0.008037,0.026215,0.038338,0.010340,0.302488,0.040344,0.028885,0.416692,0.008276,0.069848,2.518559,0.822337,0.748931,0.410803,0.427803,0.347103,0.320075,0.295973,0.281449,0.260029,0.257733,0.247952,0.248477,0.022987,0.012163,0.030772,0.019884,0.028225,0.020156,0.037471,0.005565,0.011200,0.019002,0.020919,0.012051,0.013055,negative
0.090795,0.011688,2.957424,0.155012,0.159347,0.677029,0.009614,0.135229,-26.637663,0.680227,-0.700983,-0.416428,-0.498744,-0.126649,-0.243382,-0.216207,0.010415,-0.030282,-0.128556,-0.035006,-0.123164,0.013631,0.008841,0.013449,0.012171,0.009255,0.009266,0.012982,0.005018,0.010412,0.012964,0.014393,0.011426,0.016365,0.067595,0.010647,0.392288,0.062064,0.029546,0.548295,0.007427,0.112149,2.496532,1.068368,0.793040,0.557058,0.444081,0.398070,0.347864,0.332674,0.311914,0.308044,0.317685,0.296540,0.282123,0.019115,0.013029,0.018241,0.018394,0.013572,0.013425,0.017125,0.007704,0.015369,0.017452,0.017919,0.016126,0.011511,negative
0.080294,0.008415,2.990230,0.148882,0.160580,0.606368,0.011365,0.128770,-26.227487,1.656271,0.024852,-0.322606,-0.424467,0.092577,-0.178810,-0.082838,-0.094929,0.000202,-0.010613,0.014270,-0.096454,0.013623,0.007127,0.014280,0.014829,0.019813,0.019830,0.019077,0.006639,0.011354,0.014657,0.017287,0.008683,0.019178,0.073054,0.006166,0.335999,0.068484,0.029530,0.564947,0.014162,0.122936,2.130215,0.787883,0.861974,0.440851,0.477347,0.370889,0.349318,0.302943,0.253439,0.235321,0.237568,0.223329,0.220978,0.019159,0.010611,0.017619,0.020626,0.023866,0.025322,0.020847,0.012050,0.015127,0.014851,0.017709,0.011559,0.011899,negative
0.094166,0.017236,3.017026,0.168641,0.176190,0.671362,0.011218,0.137808,-25.902943,2.015841,-0.211322,-0.361919,-0.023167,0.252335,0.008001,0.046265,-0.045528,0.108884,-0.061428,0.065549,-0.072080,0.014278,0.007418,0.025797,0.012102,0.018790,0.013042,0.019177,0.006214,0.009768,0.014290,0.022566,0.007948,0.020185,0.081873,0.014267,0.313573,0.072290,0.026994,0.628399,0.008838,0.138462,2.222513,0.975684,0.845994,0.499058,0.476321,0.385435,0.334499,0.298225,0.311529,0.273854,0.266729,0.256622,0.257351,0.019907,0.011999,0.028675,0.017081,0.022230,0.018877,0.021206,0.010864,0.014590,0.017770,0.025712,0.012749,0.011618,negative
0.057198,0.009408,2.927529,0.122377,0.156682,0.422621,0.016443,0.083395,-28.251121,2.359224,-0.060715,-0.280545,-0.265484,-0.000902,-0.038147,0.031307,-0.060896,-0.130949,-0.087373,-0.125434,-0.054675,0.021833,0.008431,0.027936,0.018456,0.024856,0.013556,0.020894,0.003536,0.009287,0.016456,0.023431,0.007509,0.024131,0.054655,0.010197,0.383127,0.057704,0.032288,0.525039,0.012092,0.095739,2.607915,0.948327,0.885659,0.464602,0.474454,0.353478,0.344854,0.292261,0.309363,0.275959,0.284681,0.276406,0.259459,0.027082,0.013239,0.028960,0.024622,0.024705,0.020069,0.024219,0.007003,0.013101,0.020313,0.025960,0.011930,0.012223,negative
0.086213,0.002712,2.925489,0.157743,0.173272,0.654140,0.011019,0.131849,-29.545628,1.497361,-0.482887,-0.495727,-0.373943,0.118903,0.015313,0.045727,-0.019167,-0.041907,-0.179973,-0.012801,-0.138843,0.015092,0.009921,0.015974,0.012672,0.017080,0.012156,0.015235,0.005717,0.008280,0.012701,0.014125,0.010671,0.017104,0.068896,0.003575,0.414496,0.067476,0.032059,0.604867,0.007880,0.122649,3.034222,1.017507,0.854994,0.556809,0.526562,0.399804,0.341222,0.310349,0.315281,0.283716,0.277887,0.286895,0.291283,0.019628,0.014089,0.019918,0.016906,0.023289,0.017499,0.018952,0.010269,0.011765,0.015910,0.018123,0.015180,0.010748,negative
0.036027,0.006347,3.059271,0.098514,0.149473,0.275678,0.016180,0.054954,-27.857943,1.815057,0.328619,0.470998,0.206493,0.359562,0.156534,0.120472,0.117439,0.171848,0.142058,0.118211,-0.071841,0.006146,0.002680,0.100889,0.003775,0.015597,0.004123,0.104607,0.002713,0.005460,0.011583,0.030751,0.002791,0.045263,0.021503,0.005047,0.171755,0.029781,0.035952,0.237164,0.018574,0.041556,1.917230,0.884105,0.717081,0.508947,0.409700,0.429437,0.340078,0.336854,0.290590,0.289014,0.273485,0.266318,0.260628,0.008839,0.005011,0.071506,0.004467,0.013350,0.006550,0.068360,0.005100,0.008521,0.012369,0.026541,0.004800,0.019545,negative
0.048762,0.009021,3.003138,0.107095,0.140852,0.436372,0.012371,0.076086,-27.731422,2.072699,0.344260,-0.097573,-0.418738,0.104599,-0.052139,0.169702,-0.009375,0.119114,-0.069962,0.069736,-0.091167,0.015803,0.010406,0.046560,0.018553,0.021149,0.009126,0.023169,0.002813,0.010907,0.014076,0.019692,0.006734,0.023271,0.035516,0.011008,0.284805,0.035710,0.035802,0.412139,0.012174,0.065132,2.623476,1.016852,0.741450,0.379822,0.443021,0.344524,0.344241,0.271567,0.285210,0.231772,0.241661,0.211936,0.212735,0.017620,0.014245,0.040759,0.020654,0.018734,0.010292,0.025057,0.005057,0.014361,0.015643,0.020985,0.008881,0.012410,negative
0.059491,0.022581,3.043387,0.106470,0.133946,0.444377,0.010956,0.089194,-24.940077,1.732565,-0.179119,-0.223888,-0.200416,0.143616,-0.154877,-0.047949,-0.059654,0.093711,-0.045787,0.077303,-0.034310,0.013207,0.006594,0.020257,0.011228,0.018055,0.016247,0.027899,0.006046,0.011632,0.016200,0.020334,0.009967,0.019903,0.042974,0.017330,0.293616,0.037398,0.031900,0.429506,0.006786,0.070677,2.091802,0.835526,0.834035,0.461033,0.515208,0.397749,0.340221,0.308340,0.303627,0.284815,0.273694,0.272148,0.264354,0.016042,0.009432,0.021933,0.015179,0.021005,0.022107,0.027957,0.010406,0.015897,0.018326,0.022240,0.014176,0.011071,negative
0.077316,0.002402,2.915593,0.145000,0.160698,0.621163,0.011519,0.117919,-29.078689,1.735116,-0.369578,-0.479702,-0.179943,-0.001092,-0.054722,-0.089286,-0.025035,0.021723,-0.080804,-0.005739,-0.132555,0.017329,0.009329,0.017957,0.012833,0.015531,0.012022,0.016649,0.005994,0.010231,0.015641,0.016642,0.011360,0.018440,0.065292,0.002618,0.394235,0.060964,0.028788,0.583009,0.007840,0.115737,2.597293,1.015110,0.861972,0.530757,0.521964,0.392671,0.342081,0.319169,0.321744,0.299376,0.302897,0.294403,0.278729,0.022785,0.013704,0.022902,0.018431,0.020387,0.017045,0.020322,0.010162,0.013992,0.018998,0.020805,0.016083,0.011535,negative
0.032806,0.010972,3.043515,0.089004,0.135248,0.240640,0.014245,0.047947,-30.105470,2.275775,-0.286159,-0.017341,-0.349837,0.087250,-0.039787,-0.094443,-0.082213,-0.010268,0.000596,-0.021022,-0.016772,0.015128,0.006699,0.021861,0.017979,0.042079,0.016149,0.023696,0.005133,0.012977,0.016780,0.018069,0.009079,0.025302,0.022268,0.013165,0.260758,0.029458,0.029039,0.219898,0.012910,0.041886,2.000872,0.587456,0.620455,0.376353,0.421807,0.296824,0.280573,0.247922,0.234718,0.233995,0.244771,0.241649,0.233020,0.017622,0.010378,0.021111,0.021949,0.025410,0.020908,0.022466,0.009928,0.017292,0.017339,0.018669,0.013032,0.009329,negative
0.072657,0.007728,2.958357,0.132492,0.144586,0.665389,0.010619,0.117709,-26.925906,1.792313,0.303577,-0.251953,-0.097459,0.042111,0.125635,-0.038286,-0.016301,0.018984,-0.104604,-0.037441,-0.038653,0.017138,0.006436,0.028641,0.013640,0.019087,0.012027,0.022165,0.003864,0.008859,0.015195,0.019541,0.006608,0.019918,0.053665,0.007182,0.384208,0.047767,0.029049,0.503010,0.007391,0.092054,2.578091,1.069878,0.862640,0.553090,0.499736,0.426421,0.364736,0.291638,0.295836,0.261495,0.265567,0.250649,0.257765,0.022648,0.009860,0.031985,0.019220,0.022839,0.017451,0.023955,0.006755,0.012623,0.017938,0.023508,0.009707,0.012120,negative
0.051841,0.011753,2.864308,0.117361,0.153018,0.375573,0.012704,0.075677,-27.205300,2.320618,0.372694,0.081953,-0.202284,0.100936,0.065826,-0.011582,-0.063383,0.021114,-0.031569,0.076810,-0.026129,0.016904,0.004585,0.037256,0.015786,0.028304,0.016126,0.030646,0.003653,0.008900,0.019043,0.025945,0.005313,0.023768,0.047648,0.010127,0.418536,0.054077,0.037124,0.452707,0.008881,0.082521,2.996774,0.985236,0.848098,0.477137,0.483705,0.382795,0.362419,0.299941,0.293892,0.247644,0.239095,0.221232,0.213608,0.020968,0.007083,0.034769,0.019774,0.028589,0.020961,0.028845,0.006709,0.011235,0.019557,0.025092,0.007358,0.012634,negative
0.059594,0.016344,2.898846,0.112579,0.140767,0.466808,0.012296,0.089992,-26.280850,1.977133,-0.101727,-0.426152,-0.240998,0.184381,-0.050983,-0.071995,-0.094187,-0.039494,-0.118871,-0.023248,-0.117456,0.020123,0.007560,0.031151,0.017759,0.017519,0.013006,0.023409,0.006288,0.010355,0.011335,0.018528,0.008004,0.021067,0.047844,0.015406,0.405521,0.044165,0.035672,0.458659,0.007718,0.080707,2.676202,1.021205,0.849902,0.517799,0.461001,0.376559,0.341656,0.285201,0.296615,0.256057,0.260424,0.245600,0.245401,0.024892,0.010862,0.032128,0.022473,0.019128,0.017216,0.025738,0.011298,0.013842,0.013155,0.021391,0.011424,0.012263,negative
0.062326,0.004294,3.076573,0.116132,0.134252,0.479317,0.010483,0.098791,-27.115729,1.225085,-0.649911,-0.143288,-0.251911,0.071820,-0.026964,-0.073380,-0.110223,-0.122988,-0.151916,-0.086076,-0.174200,0.015530,0.009211,0.020590,0.014468,0.013386,0.010078,0.016131,0.006530,0.009611,0.012260,0.015521,0.008067,0.017169,0.042362,0.003243,0.257078,0.039218,0.029510,0.428233,0.006993,0.074701,1.327852,0.845953,0.764854,0.498878,0.459278,0.356896,0.301665,0.279434,0.284885,0.278509,0.290777,0.288110,0.282558,0.020005,0.012853,0.021913,0.018273,0.015818,0.013655,0.017637,0.010380,0.013761,0.015040,0.018920,0.011336,0.010194,negative
0.056396,0.011230,2.909916,0.118932,0.155770,0.373816,0.015632,0.081250,-27.812046,2.085550,-0.136556,0.109392,-0.383546,0.139765,-0.000937,0.010099,-0.050728,0.090361,-0.093402,-0.038296,-0.049303,0.016945,0.006579,0.031344,0.013658,0.019153,0.012627,0.046367,0.004832,0.009298,0.016669,0.023389,0.008239,0.026798,0.050191,0.012662,0.378391,0.051436,0.034294,0.435507,0.011331,0.083429,2.717440,0.986694,0.911244,0.511052,0.496406,0.394234,0.360334,0.310137,0.318437,0.274585,0.270389,0.253373,0.251563,0.021663,0.010554,0.034547,0.018549,0.021804,0.018468,0.050617,0.008649,0.013179,0.019639,0.025696,0.012872,0.015660,negative
0.076110,0.015650,2.949887,0.140590,0.158273,0.581416,0.010736,0.116159,-26.596291,1.583018,-0.039468,-0.055121,-0.198971,0.186226,-0.030045,0.045176,-0.046241,0.026848,-0.048741,-0.060700,-0.060147,0.015375,0.007005,0.020164,0.013620,0.020331,0.011391,0.020230,0.004562,0.008687,0.017007,0.017765,0.008790,0.019066,0.058473,0.016521,0.408072,0.057782,0.031983,0.524466,0.007449,0.099120,3.262408,1.037242,0.978646,0.526362,0.574731,0.413893,0.370026,0.316106,0.304588,0.274682,0.270516,0.263300,0.268874,0.021002,0.010453,0.024870,0.018963,0.024065,0.015622,0.022884,0.007814,0.012295,0.020072,0.021205,0.013221,0.011521,negative
0.133282,0.006643,2.999546,0.218247,0.226382,0.763428,0.008350,0.245941,-29.510858,2.537499,0.386930,0.053570,-0.190086,0.225342,0.153170,0.022681,-0.026289,0.083207,-0.002406,0.079452,0.050072,0.013438,0.003394,0.061573,0.009836,0.021049,0.008865,0.072487,0.002522,0.007215,0.015186,0.027558,0.003808,0.031501,0.069208,0.008465,0.248081,0.060260,0.022484,0.541226,0.006821,0.192123,1.985523,0.704614,0.601275,0.338494,0.367560,0.319169,0.279264,0.230729,0.228125,0.204900,0.190149,0.176598,0.169793,0.015758,0.005542,0.039784,0.011373,0.017897,0.011461,0.046703,0.004934,0.009557,0.016616,0.026220,0.005077,0.011604,negative
0.060610,0.030722,3.018853,0.127887,0.154197,0.464225,0.012948,0.093173,-25.175892,1.538477,-0.261010,-0.242643,-0.404239,0.031197,-0.098789,-0.155892,-0.184606,-0.064752,-0.168032,0.000703,-0.096556,0.018340,0.007052,0.022588,0.016931,0.016230,0.016246,0.024165,0.005943,0.009949,0.013518,0.014643,0.008860,0.022100,0.048612,0.027575,0.337594,0.049995,0.031550,0.433552,0.009429,0.085859,2.530753,0.977405,0.814673,0.483822,0.546722,0.404747,0.357218,0.347295,0.332985,0.324995,0.351970,0.326157,0.334490,0.025637,0.011041,0.027592,0.023360,0.021487,0.022738,0.029604,0.011219,0.013123,0.017837,0.017762,0.013635,0.012951,negative
0.050372,0.003952,2.928669,0.101877,0.134425,0.379431,0.010853,0.079540,-28.793914,1.549077,-0.204171,-0.178428,-0.464582,0.015670,-0.077903,-0.050377,-0.120754,-0.028697,-0.117441,-0.072897,-0.085077,0.018673,0.008730,0.020159,0.016255,0.018296,0.013047,0.018137,0.005886,0.009915,0.013088,0.016595,0.009554,0.016552,0.030227,0.004951,0.400722,0.032396,0.032900,0.332799,0.009916,0.050492,2.666810,0.706561,0.739938,0.382703,0.441577,0.340669,0.324645,0.270715,0.252736,0.239412,0.234960,0.227873,0.225400,0.019840,0.010425,0.019715,0.017157,0.018119,0.015144,0.016669,0.009017,0.011458,0.013545,0.017153,0.011675,0.008784,negative
0.044308,0.006206,2.929264,0.130080,0.176595,0.339111,0.012552,0.062875,-29.220070,2.013755,0.457837,0.171900,-0.256647,0.144876,-0.004080,0.085865,0.049729,0.063260,-0.037489,0.057965,0.012860,0.011724,0.005188,0.071389,0.016970,0.030945,0.006817,0.109513,0.001762,0.005003,0.009119,0.014876,0.004944,0.045484,0.039262,0.006694,0.254817,0.044510,0.026030,0.378140,0.009317,0.080423,2.365399,0.706303,0.705845,0.395528,0.426394,0.328673,0.333377,0.255525,0.245004,0.222771,0.226506,0.194948,0.187818,0.016529,0.009177,0.058891,0.021269,0.024640,0.009457,0.086697,0.003379,0.007000,0.011316,0.015305,0.008053,0.021945,negative
0.050871,0.008399,3.068953,0.101358,0.131829,0.346832,0.010688,0.075991,-27.281930,1.512386,-0.672577,-0.059087,-0.302411,0.245319,-0.016427,-0.139757,-0.153597,-0.024174,-0.169657,0.008090,-0.078520,0.013774,0.007369,0.018794,0.014627,0.015815,0.014687,0.025615,0.007442,0.011481,0.013278,0.015119,0.007467,0.020223,0.032429,0.006165,0.256110,0.031828,0.030530,0.317482,0.006942,0.057876,1.788907,0.740887,0.697213,0.396429,0.466841,0.361488,0.310410,0.291843,0.271236,0.252725,0.246458,0.246824,0.227766,0.017698,0.011160,0.021434,0.018014,0.019149,0.019308,0.020121,0.012713,0.014920,0.015505,0.017243,0.010027,0.009714,positive
0.061380,0.008872,3.041592,0.119275,0.138980,0.486433,0.010707,0.094551,-27.392953,1.155975,-0.695166,-0.337486,-0.283345,0.107472,-0.130430,-0.075053,-0.066075,-0.031016,-0.200181,-0.019319,-0.123068,0.012690,0.008847,0.014324,0.011791,0.012373,0.011729,0.022310,0.006519,0.010073,0.013752,0.013924,0.009503,0.018547,0.043985,0.007099,0.303001,0.043040,0.027274,0.410859,0.007364,0.074461,1.886095,0.771270,0.722721,0.444587,0.440870,0.353968,0.320108,0.302968,0.298314,0.291325,0.305988,0.290129,0.294572,0.016846,0.013226,0.017882,0.016802,0.016654,0.017378,0.019203,0.011069,0.013841,0.017148,0.017171,0.013178,0.009799,positive
0.051691,0.005403,2.980909,0.120632,0.166053,0.337310,0.013565,0.068068,-28.157758,2.629953,-0.226346,-0.225776,-0.082160,0.103410,0.054407,0.036919,0.056603,0.009626,-0.066782,0.011175,-0.042004,0.021633,0.008161,0.037421,0.014109,0.023890,0.013555,0.030477,0.004585,0.008506,0.014085,0.022159,0.009498,0.024800,0.046137,0.004681,0.316877,0.054176,0.033023,0.430308,0.009129,0.076770,2.404698,0.863881,0.749819,0.404888,0.418928,0.338337,0.328336,0.281574,0.280462,0.234363,0.232020,0.210038,0.205868,0.025038,0.012028,0.031767,0.017600,0.024811,0.018346,0.031920,0.008107,0.012200,0.015786,0.023809,0.013430,0.012563,positive
